"season_id","team_name","num_of_games","total_pts"
"21995","Charlotte Hornets","82","8431"
"21995","Chicago Bulls","82","8625"
"21995","Cleveland Cavaliers","82","7473"
"21995","Dallas Mavericks","82","8409"
"21995","Denver Nuggets","82","8013"
"21995","Detroit Pistons","82","7822"
"21995","Golden State Warriors","82","8334"
"21995","Houston Rockets","82","8404"
"21995","Indiana Pacers","82","8144"
"21995","Los Angeles Clippers","82","8153"
"21995","Los Angeles Lakers","82","8438"
"21995","Miami Heat","82","7909"
"21995","Milwaukee Bucks","82","7837"
"21995","Minnesota Timberwolves","82","8024"
"21995","New Jersey Nets","82","7684"
"21995","New York Knicks","82","7971"
"21995","Orlando Magic","82","8571"
"21995","Philadelphia 76ers","82","7746"
"21995","Phoenix Suns","82","8552"
"21995","Portland Trail Blazers","82","8145"
"21995","Sacramento Kings","82","8163"
"21995","San Antonio Spurs","82","8477"
"21995","Seattle SuperSonics","82","8572"
"21995","Toronto Raptors","82","7994"
"21995","Utah Jazz","82","8404"
"21995","Vancouver Grizzlies","82","7362"
"21995","Washington Bullets","82","8408"
"21996","Atlanta Hawks","82","7774"
"21996","Boston Celtics","82","8248"
"21996","Charlotte Hornets","82","8108"
"21996","Chicago Bulls","82","8458"
"21996","Cleveland Cavaliers","81","7072"
"21996","Dallas Mavericks","82","7431"
"21996","Denver Nuggets","81","7934"
"21996","Detroit Pistons","82","7723"
"21996","Golden State Warriors","82","8171"
"21996","Houston Rockets","82","8248"
"21996","Indiana Pacers","82","7819"
"21996","Los Angeles Clippers","82","7969"
"21996","Los Angeles Lakers","82","8200"
"21996","Miami Heat","82","7776"
"21996","Milwaukee Bucks","82","7818"
"21996","Minnesota Timberwolves","82","7882"
"21996","New Jersey Nets","82","7974"
"21996","New York Knicks","82","7819"
"21996","Orlando Magic","82","7719"
"21996","Philadelphia 76ers","82","8215"
"21996","Phoenix Suns","82","8431"
"21996","Portland Trail Blazers","82","8114"
"21996","Sacramento Kings","82","7908"
"21996","San Antonio Spurs","82","7418"
"21996","Seattle SuperSonics","82","8274"
"21996","Toronto Raptors","82","7829"
"21996","Utah Jazz","82","8454"
"21996","Vancouver Grizzlies","82","7313"
"21996","Washington Bullets","82","8147"
"21997","Atlanta Hawks","82","7860"
"21997","Boston Celtics","82","7864"
"21997","Charlotte Hornets","82","7923"
"21997","Chicago Bulls","82","7931"
"21997","Cleveland Cavaliers","82","7585"
"21997","Dallas Mavericks","82","7494"
"21997","Denver Nuggets","82","7300"
"21997","Detroit Pistons","82","7721"
"21997","Golden State Warriors","82","7237"
"21997","Houston Rockets","82","8099"
"21997","Indiana Pacers","82","7874"
"21997","Los Angeles Clippers","82","7865"
"21997","Los Angeles Lakers","82","8652"
"21997","Miami Heat","82","7787"
"21997","Milwaukee Bucks","82","7748"
"21997","Minnesota Timberwolves","82","8290"
"21997","New Jersey Nets","82","8170"
"21997","New York Knicks","82","7509"
"21997","Orlando Magic","82","7387"
"21997","Philadelphia 76ers","82","7651"
"21997","Phoenix Suns","82","8166"
"21997","Portland Trail Blazers","82","7734"
"21997","Sacramento Kings","82","7637"
"21997","San Antonio Spurs","82","7587"
"21997","Seattle SuperSonics","82","8246"
"21997","Toronto Raptors","82","7781"
"21997","Utah Jazz","82","8279"
"21997","Vancouver Grizzlies","82","7923"
"21997","Washington Wizards","82","7969"
"21998","Atlanta Hawks","50","4315"
"21998","Boston Celtics","50","4650"
"21998","Charlotte Hornets","50","4644"
"21998","Chicago Bulls","50","4095"
"21998","Cleveland Cavaliers","50","4322"
"21998","Dallas Mavericks","50","4581"
"21998","Denver Nuggets","50","4674"
"21998","Detroit Pistons","50","4518"
"21998","Golden State Warriors","50","4416"
"21998","Houston Rockets","50","4711"
"21998","Indiana Pacers","50","4733"
"21998","Los Angeles Clippers","50","4519"
"21998","Los Angeles Lakers","50","4950"
"21998","Miami Heat","50","4449"
"21998","Milwaukee Bucks","50","4584"
"21998","Minnesota Timberwolves","50","4647"
"21998","New Jersey Nets","50","4569"
"21998","New York Knicks","50","4320"
"21998","Orlando Magic","50","4473"
"21998","Philadelphia 76ers","50","4483"
"21998","Phoenix Suns","50","4779"
"21998","Portland Trail Blazers","50","4742"
"21998","Sacramento Kings","50","5009"
"21998","San Antonio Spurs","50","4640"
"21998","Seattle SuperSonics","50","4743"
"21998","Toronto Raptors","50","4557"
"21998","Utah Jazz","50","4666"
"21998","Vancouver Grizzlies","50","4443"
"21998","Washington Wizards","50","4560"
"21999","Atlanta Hawks","82","7735"
"21999","Boston Celtics","82","8146"
"21999","Charlotte Hornets","82","8072"
"21999","Chicago Bulls","82","6952"
"21999","Cleveland Cavaliers","82","7950"
"21999","Dallas Mavericks","82","8316"
"21999","Denver Nuggets","82","8115"
"21999","Detroit Pistons","82","8483"
"21999","Golden State Warriors","82","7834"
"21999","Houston Rockets","82","8156"
"21999","Indiana Pacers","82","8306"
"21999","Los Angeles Clippers","82","7546"
"21999","Los Angeles Lakers","82","8267"
"21999","Miami Heat","82","7739"
"21999","Milwaukee Bucks","82","8300"
"21999","Minnesota Timberwolves","82","8079"
"21999","New Jersey Nets","82","8036"
"21999","New York Knicks","82","7555"
"21999","Orlando Magic","82","8206"
"21999","Philadelphia 76ers","82","7771"
"21999","Phoenix Suns","82","8111"
"21999","Portland Trail Blazers","82","7991"
"21999","Sacramento Kings","82","8607"
"21999","San Antonio Spurs","82","7886"
"21999","Seattle SuperSonics","82","8125"
"21999","Toronto Raptors","82","7968"
"21999","Utah Jazz","82","7914"
"21999","Vancouver Grizzlies","82","7702"
"21999","Washington Wizards","82","7921"
"22000","Atlanta Hawks","82","7459"
"22000","Boston Celtics","82","7759"
"22000","Charlotte Hornets","82","7539"
"22000","Chicago Bulls","82","7181"
"22000","Cleveland Cavaliers","82","7561"
"22000","Dallas Mavericks","82","8239"
"22000","Denver Nuggets","82","7918"
"22000","Detroit Pistons","82","7837"
"22000","Golden State Warriors","82","7584"
"22000","Houston Rockets","82","7972"
"22000","Indiana Pacers","82","7591"
"22000","Los Angeles Clippers","82","7581"
"22000","Los Angeles Lakers","82","8251"
"22000","Miami Heat","82","7289"
"22000","Milwaukee Bucks","82","8260"
"22000","Minnesota Timberwolves","82","7982"
"22000","New Jersey Nets","82","7552"
"22000","New York Knicks","82","7275"
"22000","Orlando Magic","82","7992"
"22000","Philadelphia 76ers","82","7763"
"22000","Phoenix Suns","82","7710"
"22000","Portland Trail Blazers","82","7824"
"22000","Sacramento Kings","82","8343"
"22000","San Antonio Spurs","82","7886"
"22000","Seattle SuperSonics","82","7978"
"22000","Toronto Raptors","82","8007"
"22000","Utah Jazz","82","7959"
"22000","Vancouver Grizzlies","82","7522"
"22000","Washington Wizards","82","7645"
"22001","Atlanta Hawks","82","7711"
"22001","Boston Celtics","82","7901"
"22001","Charlotte Hornets","82","7700"
"22001","Chicago Bulls","82","7335"
"22001","Cleveland Cavaliers","82","7812"
"22001","Dallas Mavericks","82","8629"
"22001","Denver Nuggets","82","7559"
"22001","Detroit Pistons","82","7735"
"22001","Golden State Warriors","82","8009"
"22001","Houston Rockets","82","7572"
"22001","Indiana Pacers","82","7938"
"22001","Los Angeles Clippers","82","7846"
"22001","Los Angeles Lakers","82","8304"
"22001","Memphis Grizzlies","82","7372"
"22001","Miami Heat","82","7150"
"22001","Milwaukee Bucks","82","7996"
"22001","Minnesota Timberwolves","82","8145"
"22001","New Jersey Nets","82","7889"
"22001","New York Knicks","82","7514"
"22001","Orlando Magic","82","8240"
"22001","Philadelphia 76ers","82","7461"
"22001","Phoenix Suns","82","7802"
"22001","Portland Trail Blazers","82","7925"
"22001","Sacramento Kings","82","8578"
"22001","San Antonio Spurs","82","7932"
"22001","Seattle SuperSonics","82","8014"
"22001","Toronto Raptors","82","7494"
"22001","Utah Jazz","82","7871"
"22001","Washington Wizards","82","7609"
"22002","Atlanta Hawks","82","7714"
"22002","Boston Celtics","82","7599"
"22002","Chicago Bulls","82","7786"
"22002","Cleveland Cavaliers","82","7495"
"22002","Dallas Mavericks","82","8444"
"22002","Denver Nuggets","82","6901"
"22002","Detroit Pistons","82","7492"
"22002","Golden State Warriors","82","8400"
"22002","Houston Rockets","82","7688"
"22002","Indiana Pacers","82","7940"
"22002","Los Angeles Clippers","82","7693"
"22002","Los Angeles Lakers","82","8230"
"22002","Memphis Grizzlies","82","7995"
"22002","Miami Heat","82","7016"
"22002","Milwaukee Bucks","82","8158"
"22002","Minnesota Timberwolves","82","8046"
"22002","New Jersey Nets","82","7820"
"22002","New Orleans Hornets","82","7699"
"22002","New York Knicks","82","7860"
"22002","Orlando Magic","82","8078"
"22002","Philadelphia 76ers","82","7941"
"22002","Phoenix Suns","82","7834"
"22002","Portland Trail Blazers","82","7803"
"22002","Sacramento Kings","82","8342"
"22002","San Antonio Spurs","82","7856"
"22002","Seattle SuperSonics","82","7555"
"22002","Toronto Raptors","82","7453"
"22002","Utah Jazz","82","7762"
"22002","Washington Wizards","82","7502"
"22003","Atlanta Hawks","82","7611"
"22003","Boston Celtics","82","7811"
"22003","Chicago Bulls","82","7355"
"22003","Cleveland Cavaliers","82","7619"
"22003","Dallas Mavericks","82","8626"
"22003","Denver Nuggets","82","7972"
"22003","Detroit Pistons","82","7388"
"22003","Golden State Warriors","82","7649"
"22003","Houston Rockets","82","7362"
"22003","Indiana Pacers","82","7493"
"22003","Los Angeles Clippers","82","7771"
"22003","Los Angeles Lakers","82","8052"
"22003","Memphis Grizzlies","82","7930"
"22003","Miami Heat","82","7402"
"22003","Milwaukee Bucks","82","8039"
"22003","Minnesota Timberwolves","82","7753"
"22003","New Jersey Nets","82","7401"
"22003","New Orleans Hornets","82","7529"
"22003","New York Knicks","82","7542"
"22003","Orlando Magic","82","7711"
"22003","Philadelphia 76ers","82","7215"
"22003","Phoenix Suns","82","7723"
"22003","Portland Trail Blazers","82","7440"
"22003","Sacramento Kings","82","8433"
"22003","San Antonio Spurs","82","7501"
"22003","Seattle SuperSonics","82","7964"
"22003","Toronto Raptors","82","7006"
"22003","Utah Jazz","82","7271"
"22003","Washington Wizards","82","7528"
"22004","Atlanta Hawks","82","7605"
"22004","Boston Celtics","82","8304"
"22004","Charlotte Bobcats","82","7729"
"22004","Chicago Bulls","82","7745"
"22004","Cleveland Cavaliers","82","7914"
"22004","Dallas Mavericks","82","8405"
"22004","Denver Nuggets","82","8161"
"22004","Detroit Pistons","82","7653"
"22004","Golden State Warriors","82","8094"
"22004","Houston Rockets","82","7796"
"22004","Indiana Pacers","82","7626"
"22004","Los Angeles Clippers","82","7849"
"22004","Los Angeles Lakers","82","8095"
"22004","Memphis Grizzlies","82","7661"
"22004","Miami Heat","82","8327"
"22004","Milwaukee Bucks","82","7973"
"22004","Minnesota Timberwolves","82","7934"
"22004","New Jersey Nets","82","7496"
"22004","New Orleans Hornets","82","7252"
"22004","New York Knicks","82","7977"
"22004","Orlando Magic","82","8160"
"22004","Philadelphia 76ers","82","8128"
"22004","Phoenix Suns","82","9054"
"22004","Portland Trail Blazers","82","7621"
"22004","Sacramento Kings","82","8505"
"22004","San Antonio Spurs","82","7888"
"22004","Seattle SuperSonics","82","8113"
"22004","Toronto Raptors","82","8178"
"22004","Utah Jazz","82","7625"
"22004","Washington Wizards","82","8241"
"22005","Atlanta Hawks","82","7972"
"22005","Boston Celtics","82","8033"
"22005","Charlotte Bobcats","82","7943"
"22005","Chicago Bulls","82","8020"
"22005","Cleveland Cavaliers","82","8002"
"22005","Dallas Mavericks","82","8130"
"22005","Denver Nuggets","82","8227"
"22005","Detroit Pistons","82","7941"
"22005","Golden State Warriors","82","8076"
"22005","Houston Rockets","82","7387"
"22005","Indiana Pacers","82","7699"
"22005","Los Angeles Clippers","82","7970"
"22005","Los Angeles Lakers","82","8154"
"22005","Memphis Grizzlies","82","7558"
"22005","Miami Heat","82","8191"
"22005","Milwaukee Bucks","82","8020"
"22005","Minnesota Timberwolves","82","7522"
"22005","New Jersey Nets","82","7691"
"22005","New Orleans/Oklahoma City Hornets","82","7611"
"22005","New York Knicks","82","7842"
"22005","Orlando Magic","82","7784"
"22005","Philadelphia 76ers","82","8147"
"22005","Phoenix Suns","82","8886"
"22005","Portland Trail Blazers","82","7285"
"22005","Sacramento Kings","82","8106"
"22005","San Antonio Spurs","82","7837"
"22005","Seattle SuperSonics","82","8411"
"22005","Toronto Raptors","82","8287"
"22005","Utah Jazz","82","7573"
"22005","Washington Wizards","82","8336"
"22006","Atlanta Hawks","82","7680"
"22006","Boston Celtics","82","7857"
"22006","Charlotte Bobcats","82","7945"
"22006","Chicago Bulls","82","8100"
"22006","Cleveland Cavaliers","82","7934"
"22006","Dallas Mavericks","82","8201"
"22006","Denver Nuggets","82","8639"
"22006","Detroit Pistons","82","7872"
"22006","Golden State Warriors","82","8737"
"22006","Houston Rockets","82","7953"
"22006","Indiana Pacers","82","7840"
"22006","Los Angeles Clippers","82","7843"
"22006","Los Angeles Lakers","82","8474"
"22006","Memphis Grizzlies","82","8331"
"22006","Miami Heat","82","7759"
"22006","Milwaukee Bucks","82","8172"
"22006","Minnesota Timberwolves","82","7877"
"22006","New Jersey Nets","82","8001"
"22006","New Orleans/Oklahoma City Hornets","82","7833"
"22006","New York Knicks","82","7994"
"22006","Orlando Magic","82","7771"
"22006","Philadelphia 76ers","82","7785"
"22006","Phoenix Suns","82","9037"
"22006","Portland Trail Blazers","82","7717"
"22006","Sacramento Kings","82","8303"
"22006","San Antonio Spurs","82","8079"
"22006","Seattle SuperSonics","82","8130"
"22006","Toronto Raptors","82","8157"
"22006","Utah Jazz","82","8322"
"22006","Washington Wizards","82","8556"
"22007","Atlanta Hawks","82","8054"
"22007","Boston Celtics","82","8245"
"22007","Charlotte Bobcats","82","7959"
"22007","Chicago Bulls","82","7981"
"22007","Cleveland Cavaliers","82","7903"
"22007","Dallas Mavericks","82","8234"
"22007","Denver Nuggets","82","9074"
"22007","Detroit Pistons","82","7992"
"22007","Golden State Warriors","82","9105"
"22007","Houston Rockets","82","7931"
"22007","Indiana Pacers","82","8527"
"22007","Los Angeles Clippers","82","7692"
"22007","Los Angeles Lakers","82","8904"
"22007","Memphis Grizzlies","82","8257"
"22007","Miami Heat","82","7491"
"22007","Milwaukee Bucks","82","7956"
"22007","Minnesota Timberwolves","82","7839"
"22007","New Jersey Nets","82","7857"
"22007","New Orleans Hornets","82","8270"
"22007","New York Knicks","82","7948"
"22007","Orlando Magic","82","8567"
"22007","Philadelphia 76ers","82","7923"
"22007","Phoenix Suns","82","9026"
"22007","Portland Trail Blazers","82","7820"
"22007","Sacramento Kings","82","8408"
"22007","San Antonio Spurs","82","7820"
"22007","Seattle SuperSonics","82","7999"
"22007","Toronto Raptors","82","8215"
"22007","Utah Jazz","82","8710"
"22007","Washington Wizards","82","8104"
"22008","Atlanta Hawks","82","8046"
"22008","Boston Celtics","82","8275"
"22008","Charlotte Bobcats","82","7677"
"22008","Chicago Bulls","82","8378"
"22008","Cleveland Cavaliers","82","8223"
"22008","Dallas Mavericks","82","8343"
"22008","Denver Nuggets","82","8555"
"22008","Detroit Pistons","82","7727"
"22008","Golden State Warriors","82","8905"
"22008","Houston Rockets","82","8070"
"22008","Indiana Pacers","82","8617"
"22008","Los Angeles Clippers","82","7799"
"22008","Los Angeles Lakers","82","8768"
"22008","Memphis Grizzlies","82","7698"
"22008","Miami Heat","82","8061"
"22008","Milwaukee Bucks","82","8142"
"22008","Minnesota Timberwolves","82","8019"
"22008","New Jersey Nets","82","8044"
"22008","New Orleans Hornets","82","7857"
"22008","New York Knicks","82","8627"
"22008","Oklahoma City Thunder","82","7952"
"22008","Orlando Magic","82","8286"
"22008","Philadelphia 76ers","82","7987"
"22008","Phoenix Suns","82","8974"
"22008","Portland Trail Blazers","82","8153"
"22008","Sacramento Kings","82","8248"
"22008","San Antonio Spurs","82","7958"
"22008","Toronto Raptors","82","8121"
"22008","Utah Jazz","82","8492"
"22008","Washington Wizards","82","7877"
"22009","Atlanta Hawks","82","8338"
"22009","Boston Celtics","82","8136"
"22009","Charlotte Bobcats","82","7813"
"22009","Chicago Bulls","82","7993"
"22009","Cleveland Cavaliers","82","8373"
"22009","Dallas Mavericks","82","8364"
"22009","Denver Nuggets","82","8729"
"22009","Detroit Pistons","82","7709"
"22009","Golden State Warriors","82","8922"
"22009","Houston Rockets","82","8395"
"22009","Indiana Pacers","82","8263"
"22009","Los Angeles Clippers","82","7849"
"22009","Los Angeles Lakers","82","8339"
"22009","Memphis Grizzlies","82","8404"
"22009","Miami Heat","82","7914"
"22009","Milwaukee Bucks","82","8009"
"22009","Minnesota Timberwolves","82","8051"
"22009","New Jersey Nets","82","7575"
"22009","New Orleans Hornets","82","8220"
"22009","New York Knicks","82","8373"
"22009","Oklahoma City Thunder","82","8322"
"22009","Orlando Magic","82","8426"
"22009","Philadelphia 76ers","82","8014"
"22009","Phoenix Suns","82","9039"
"22009","Portland Trail Blazers","82","8045"
"22009","Sacramento Kings","82","8200"
"22009","San Antonio Spurs","82","8312"
"22009","Toronto Raptors","82","8534"
"22009","Utah Jazz","82","8547"
"22009","Washington Wizards","82","7892"
"22010","Atlanta Hawks","82","7790"
"22010","Boston Celtics","82","7913"
"22010","Charlotte Bobcats","82","7650"
"22010","Chicago Bulls","82","8087"
"22010","Cleveland Cavaliers","82","7827"
"22010","Dallas Mavericks","82","8220"
"22010","Denver Nuggets","82","8811"
"22010","Detroit Pistons","82","7951"
"22010","Golden State Warriors","82","8477"
"22010","Houston Rockets","82","8685"
"22010","Indiana Pacers","82","8183"
"22010","Los Angeles Clippers","82","8089"
"22010","Los Angeles Lakers","82","8321"
"22010","Memphis Grizzlies","82","8195"
"22010","Miami Heat","82","8369"
"22010","Milwaukee Bucks","82","7534"
"22010","Minnesota Timberwolves","82","8288"
"22010","New Jersey Nets","82","7722"
"22010","New Orleans Hornets","82","7784"
"22010","New York Knicks","82","8734"
"22010","Oklahoma City Thunder","82","8596"
"22010","Orlando Magic","82","8135"
"22010","Philadelphia 76ers","82","8119"
"22010","Phoenix Suns","82","8611"
"22010","Portland Trail Blazers","82","7896"
"22010","Sacramento Kings","82","8151"
"22010","San Antonio Spurs","82","8502"
"22010","Toronto Raptors","82","8124"
"22010","Utah Jazz","82","8153"
"22010","Washington Wizards","82","7977"
"22011","Atlanta Hawks","66","6375"
"22011","Boston Celtics","66","6062"
"22011","Charlotte Bobcats","66","5739"
"22011","Chicago Bulls","66","6359"
"22011","Cleveland Cavaliers","66","6140"
"22011","Dallas Mavericks","66","6322"
"22011","Denver Nuggets","66","6872"
"22011","Detroit Pistons","66","5997"
"22011","Golden State Warriors","66","6453"
"22011","Houston Rockets","66","6474"
"22011","Indiana Pacers","66","6449"
"22011","Los Angeles Clippers","66","6438"
"22011","Los Angeles Lakers","66","6422"
"22011","Memphis Grizzlies","66","6269"
"22011","Miami Heat","66","6500"
"22011","Milwaukee Bucks","66","6535"
"22011","Minnesota Timberwolves","66","6464"
"22011","New Jersey Nets","66","6144"
"22011","New Orleans Hornets","66","5916"
"22011","New York Knicks","66","6458"
"22011","Oklahoma City Thunder","66","6802"
"22011","Orlando Magic","66","6215"
"22011","Philadelphia 76ers","66","6180"
"22011","Phoenix Suns","66","6492"
"22011","Portland Trail Blazers","66","6415"
"22011","Sacramento Kings","66","6518"
"22011","San Antonio Spurs","66","6841"
"22011","Toronto Raptors","66","5986"
"22011","Utah Jazz","66","6577"
"22011","Washington Wizards","66","6180"
"22012","Atlanta Hawks","82","8032"
"22012","Boston Celtics","82","7818"
"22012","Brooklyn Nets","82","7944"
"22012","Charlotte Bobcats","82","7661"
"22012","Chicago Bulls","82","7641"
"22012","Cleveland Cavaliers","82","7913"
"22012","Dallas Mavericks","82","8293"
"22012","Denver Nuggets","82","8704"
"22012","Detroit Pistons","82","7778"
"22012","Golden State Warriors","82","8296"
"22012","Houston Rockets","82","8688"
"22012","Indiana Pacers","82","7674"
"22012","Los Angeles Clippers","82","8289"
"22012","Los Angeles Lakers","82","8381"
"22012","Memphis Grizzlies","82","7659"
"22012","Miami Heat","82","8436"
"22012","Milwaukee Bucks","82","8108"
"22012","Minnesota Timberwolves","82","7851"
"22012","New Orleans Hornets","82","7714"
"22012","New York Knicks","82","8196"
"22012","Oklahoma City Thunder","82","8669"
"22012","Orlando Magic","82","7718"
"22012","Philadelphia 76ers","82","7640"
"22012","Phoenix Suns","82","7805"
"22012","Portland Trail Blazers","82","7995"
"22012","Sacramento Kings","82","8219"
"22012","San Antonio Spurs","82","8448"
"22012","Toronto Raptors","82","7971"
"22012","Utah Jazz","82","8038"
"22012","Washington Wizards","82","7644"
"22013","Atlanta Hawks","82","8282"
"22013","Boston Celtics","82","7892"
"22013","Brooklyn Nets","82","8079"
"22013","Charlotte Bobcats","82","7942"
"22013","Chicago Bulls","82","7680"
"22013","Cleveland Cavaliers","82","8054"
"22013","Dallas Mavericks","82","8597"
"22013","Denver Nuggets","82","8559"
"22013","Detroit Pistons","82","8286"
"22013","Golden State Warriors","82","8549"
"22013","Houston Rockets","82","8829"
"22013","Indiana Pacers","82","7933"
"22013","Los Angeles Clippers","82","8850"
"22013","Los Angeles Lakers","82","8442"
"22013","Memphis Grizzlies","82","7884"
"22013","Miami Heat","82","8380"
"22013","Milwaukee Bucks","82","7829"
"22013","Minnesota Timberwolves","82","8768"
"22013","New Orleans Pelicans","82","8177"
"22013","New York Knicks","82","8084"
"22013","Oklahoma City Thunder","82","8705"
"22013","Orlando Magic","82","7914"
"22013","Philadelphia 76ers","82","8155"
"22013","Phoenix Suns","82","8629"
"22013","Portland Trail Blazers","82","8753"
"22013","Sacramento Kings","82","8241"
"22013","San Antonio Spurs","82","8639"
"22013","Toronto Raptors","82","8305"
"22013","Utah Jazz","82","7791"
"22013","Washington Wizards","82","8254"
"22014","Atlanta Hawks","82","8409"
"22014","Boston Celtics","82","8312"
"22014","Brooklyn Nets","82","8038"
"22014","Charlotte Hornets","82","7721"
"22014","Chicago Bulls","82","8265"
"22014","Cleveland Cavaliers","82","8457"
"22014","Dallas Mavericks","82","8628"
"22014","Denver Nuggets","82","8320"
"22014","Detroit Pistons","82","8077"
"22014","Golden State Warriors","82","9016"
"22014","Houston Rockets","82","8522"
"22014","Indiana Pacers","82","7981"
"22014","Los Angeles Clippers","82","8751"
"22014","Los Angeles Lakers","82","8073"
"22014","Memphis Grizzlies","82","8062"
"22014","Miami Heat","82","7764"
"22014","Milwaukee Bucks","82","8023"
"22014","Minnesota Timberwolves","82","8016"
"22014","New Orleans Pelicans","82","8147"
"22014","New York Knicks","82","7535"
"22014","Oklahoma City Thunder","82","8524"
"22014","Orlando Magic","82","7847"
"22014","Philadelphia 76ers","82","7542"
"22014","Phoenix Suns","82","8397"
"22014","Portland Trail Blazers","82","8429"
"22014","Sacramento Kings","82","8310"
"22014","San Antonio Spurs","82","8461"
"22014","Toronto Raptors","82","8527"
"22014","Utah Jazz","82","7801"
"22014","Washington Wizards","82","8080"
"22015","Atlanta Hawks","82","8433"
"22015","Boston Celtics","82","8669"
"22015","Brooklyn Nets","82","8089"
"22015","Charlotte Hornets","82","8479"
"22015","Chicago Bulls","82","8335"
"22015","Cleveland Cavaliers","82","8555"
"22015","Dallas Mavericks","82","8388"
"22015","Denver Nuggets","82","8355"
"22015","Detroit Pistons","82","8361"
"22015","Golden State Warriors","82","9421"
"22015","Houston Rockets","82","8737"
"22015","Indiana Pacers","82","8377"
"22015","LA Clippers","82","8569"
"22015","Los Angeles Lakers","82","7982"
"22015","Memphis Grizzlies","82","8126"
"22015","Miami Heat","82","8204"
"22015","Milwaukee Bucks","82","8122"
"22015","Minnesota Timberwolves","82","8398"
"22015","New Orleans Pelicans","82","8423"
"22015","New York Knicks","82","8065"
"22015","Oklahoma City Thunder","82","9038"
"22015","Orlando Magic","82","8369"
"22015","Philadelphia 76ers","82","7988"
"22015","Phoenix Suns","82","8271"
"22015","Portland Trail Blazers","82","8622"
"22015","Sacramento Kings","82","8740"
"22015","San Antonio Spurs","82","8490"
"22015","Toronto Raptors","82","8422"
"22015","Utah Jazz","82","8010"
"22015","Washington Wizards","82","8534"
"22016","Atlanta Hawks","82","8459"
"22016","Boston Celtics","82","8857"
"22016","Brooklyn Nets","82","8673"
"22016","Charlotte Hornets","82","8601"
"22016","Chicago Bulls","82","8435"
"22016","Cleveland Cavaliers","82","9048"
"22016","Dallas Mavericks","82","8029"
"22016","Denver Nuggets","82","9161"
"22016","Detroit Pistons","82","8309"
"22016","Golden State Warriors","82","9503"
"22016","Houston Rockets","82","9458"
"22016","Indiana Pacers","82","8618"
"22016","LA Clippers","82","8911"
"22016","Los Angeles Lakers","82","8575"
"22016","Memphis Grizzlies","82","8239"
"22016","Miami Heat","82","8460"
"22016","Milwaukee Bucks","82","8497"
"22016","Minnesota Timberwolves","82","8657"
"22016","New Orleans Pelicans","82","8556"
"22016","New York Knicks","82","8556"
"22016","Oklahoma City Thunder","82","8741"
"22016","Orlando Magic","82","8288"
"22016","Philadelphia 76ers","82","8400"
"22016","Phoenix Suns","82","8831"
"22016","Portland Trail Blazers","82","8851"
"22016","Sacramento Kings","82","8430"
"22016","San Antonio Spurs","82","8637"
"22016","Toronto Raptors","82","8762"
"22016","Utah Jazz","82","8258"
"22016","Washington Wizards","82","8953"
"22018","Atlanta Hawks","82","9294"
"22018","Boston Celtics","82","9216"
"22018","Brooklyn Nets","82","9204"
"22018","Charlotte Hornets","82","9081"
"22018","Chicago Bulls","82","8605"
"22018","Cleveland Cavaliers","82","8567"
"22018","Dallas Mavericks","82","8927"
"22018","Denver Nuggets","82","9075"
"22018","Detroit Pistons","82","8778"
"22018","Golden State Warriors","82","9650"
"22018","Houston Rockets","82","9341"
"22018","Indiana Pacers","82","8857"
"22018","LA Clippers","82","9442"
"22018","Los Angeles Lakers","82","9165"
"22018","Memphis Grizzlies","82","8490"
"22018","Miami Heat","82","8668"
"22018","Milwaukee Bucks","82","9686"
"22018","Minnesota Timberwolves","82","9223"
"22018","New Orleans Pelicans","82","9466"
"22018","New York Knicks","82","8575"
"22018","Oklahoma City Thunder","82","9387"
"22018","Orlando Magic","82","8800"
"22018","Philadelphia 76ers","82","9445"
"22018","Phoenix Suns","82","8815"
"22018","Portland Trail Blazers","82","9402"
"22018","Sacramento Kings","82","9363"
"22018","San Antonio Spurs","82","9156"
"22018","Toronto Raptors","82","9384"
"22018","Utah Jazz","82","9161"
"22018","Washington Wizards","82","9350"
"22019","Atlanta Hawks","67","7488"
"22019","Boston Celtics","72","8183"
"22019","Brooklyn Nets","72","8048"
"22019","Charlotte Hornets","65","6687"
"22019","Chicago Bulls","65","6945"
"22019","Cleveland Cavaliers","65","6948"
"22019","Dallas Mavericks","75","8776"
"22019","Denver Nuggets","73","8124"
"22019","Detroit Pistons","66","7078"
"22019","Golden State Warriors","65","6912"
"22019","Houston Rockets","72","8482"
"22019","Indiana Pacers","73","7989"
"22019","LA Clippers","72","8377"
"22019","Los Angeles Lakers","71","8054"
"22019","Memphis Grizzlies","73","8222"
"22019","Miami Heat","73","8179"
"22019","Milwaukee Bucks","73","8663"
"22019","Minnesota Timberwolves","64","7248"
"22019","New Orleans Pelicans","72","8341"
"22019","New York Knicks","66","6983"
"22019","Oklahoma City Thunder","72","7950"
"22019","Orlando Magic","73","7831"
"22019","Philadelphia 76ers","73","8084"
"22019","Phoenix Suns","73","8294"
"22019","Portland Trail Blazers","74","8508"
"22019","Sacramento Kings","72","7927"
"22019","San Antonio Spurs","71","8098"
"22019","Toronto Raptors","72","8118"
"22019","Utah Jazz","72","8013"
"22019","Washington Wizards","72","8238"
"22020","Atlanta Hawks","72","8186"
"22020","Boston Celtics","72","8109"
"22020","Brooklyn Nets","72","8537"
"22020","Charlotte Hornets","72","7881"
